ticket_id,customer_id,created_date,category,priority,resolution_days
TKT-025316,CUST-05961,2025-07-15,Feature Request,Low,1
TKT-025317,CUST-09054,2026-03-13,Technical Bug,Low,3
TKT-025318,CUST-09055,2025-12-16,Feature Request,Medium,1
TKT-025319,CUST-02819,2026-03-10,Onboarding,Medium,2
TKT-025320,CUST-04538,2026-06-05,Onboarding,Low,0
TKT-025321,CUST-09135,2026-02-12,Technical Bug,Medium,2
TKT-025322,CUST-01772,2026-03-10,Billing,Medium,1
TKT-025323,CUST-04209,2026-01-03,Feature Request,High,5
TKT-025324,CUST-00196,2025-10-17,Feature Request,High,0
TKT-025325,CUST-06198,2025-11-10,Onboarding,Medium,0
TKT-025326,CUST-11353,2025-08-10,Onboarding,Urgent,0
TKT-025327,CUST-01514,2025-09-01,Feature Request,High,0
TKT-025328,CUST-04728,2025-11-30,Feature Request,Low,0
TKT-025329,CUST-03408,2026-01-24,Feature Request,Medium,1
TKT-025330,CUST-07529,2025-07-16,Feature Request,Urgent,0
TKT-025331,CUST-02762,2026-03-01,Billing,Medium,5
TKT-025332,CUST-04445,2026-01-04,Billing,High,3
TKT-025333,CUST-01475,2025-11-27,Feature Request,Medium,0
TKT-025334,CUST-05612,2026-01-15,Technical Bug,Low,2
TKT-025335,CUST-01009,2026-03-06,Feature Request,High,0
TKT-025336,CUST-00769,2026-03-17,Billing,Medium,5
TKT-025337,CUST-08484,2026-02-26,Onboarding,Medium,0
TKT-025338,CUST-05414,2025-10-04,Technical Bug,Low,6
TKT-025339,CUST-06136,2026-04-13,Billing,High,0
TKT-025340,CUST-06730,2026-01-07,Technical Bug,Low,0
TKT-025341,CUST-06140,2026-02-23,Feature Request,Low,0
TKT-025342,CUST-10604,2025-11-21,Billing,Low,2
TKT-025343,CUST-06022,2026-03-31,Technical Bug,Low,0
TKT-025344,CUST-01460,2026-03-26,Feature Request,Low,2
TKT-025345,CUST-11910,2026-04-29,Technical Bug,Medium,2
TKT-025346,CUST-08534,2026-02-06,Billing,Medium,4
TKT-025347,CUST-03270,2025-10-09,Billing,Medium,3
TKT-025348,CUST-09912,2025-07-19,Onboarding,Low,3
TKT-025349,CUST-10939,2026-04-17,Technical Bug,Low,0
TKT-025350,CUST-01249,2025-07-21,Technical Bug,High,1
TKT-025351,CUST-03409,2025-10-02,Technical Bug,Medium,8
TKT-025352,CUST-01438,2026-06-21,Technical Bug,Medium,4
TKT-025353,CUST-05442,2026-04-10,Technical Bug,Medium,0
TKT-025354,CUST-10787,2026-03-26,Onboarding,Low,1
TKT-025355,CUST-09694,2026-06-17,Feature Request,Low,5
TKT-025356,CUST-00377,2025-10-22,Onboarding,Medium,4
TKT-025357,CUST-02837,2025-07-21,Onboarding,Low,0
TKT-025358,CUST-02720,2025-09-25,Onboarding,Medium,0
TKT-025359,CUST-10229,2026-02-25,Feature Request,Medium,0
TKT-025360,CUST-08920,2025-07-08,Feature Request,Medium,3
TKT-025361,CUST-10713,2026-01-07,Feature Request,Low,2
TKT-025362,CUST-03927,2026-01-01,Technical Bug,Low,0
TKT-025363,CUST-07073,2026-03-11,Technical Bug,Low,0
TKT-025364,CUST-09059,2026-03-05,Onboarding,Medium,3
TKT-025365,CUST-02638,2025-07-16,Billing,Low,2
TKT-025366,CUST-01277,2026-04-02,Feature Request,High,0
TKT-025367,CUST-09428,2026-01-07,Billing,Low,1
TKT-025368,CUST-09433,2025-08-04,Billing,Medium,2
TKT-025369,CUST-09792,2025-12-08,Onboarding,Low,1
TKT-025370,CUST-05036,2026-04-19,Billing,Low,0
TKT-025371,CUST-03879,2026-02-23,Onboarding,Medium,1
TKT-025372,CUST-03869,2026-01-31,Technical Bug,Medium,0
TKT-025373,CUST-07837,2025-07-27,Billing,Medium,0
TKT-025374,CUST-11639,2026-06-09,Feature Request,Low,2
TKT-025375,CUST-04278,2026-06-06,Billing,Low,0
TKT-025376,CUST-08575,2025-07-23,Feature Request,High,1
TKT-025377,CUST-07567,2026-06-24,Feature Request,Medium,2
TKT-025378,CUST-01789,2026-01-19,Technical Bug,Low,0
TKT-025379,CUST-00834,2026-06-05,Feature Request,Low,0
TKT-025380,CUST-07315,2026-01-09,Technical Bug,Low,0
TKT-025381,CUST-07377,2026-06-24,Feature Request,High,0
TKT-025382,CUST-11891,2026-05-07,Technical Bug,Low,3
TKT-025383,CUST-01300,2026-05-14,Onboarding,Medium,4
TKT-025384,CUST-01796,2026-04-19,Feature Request,High,3
TKT-025385,CUST-01317,2026-04-14,Onboarding,Low,0
TKT-025386,CUST-06569,2025-10-07,Technical Bug,Low,1
TKT-025387,CUST-03677,2026-06-13,Onboarding,High,0
TKT-025388,CUST-06940,2026-01-05,Technical Bug,Low,6
TKT-025389,CUST-10356,2026-01-07,Technical Bug,Low,0
TKT-025390,CUST-03019,2026-03-31,Feature Request,Urgent,0
TKT-025391,CUST-04330,2026-06-14,Onboarding,Medium,0
TKT-025392,CUST-10219,2025-10-26,Onboarding,Low,5
TKT-025393,CUST-04543,2025-12-19,Feature Request,Low,0
TKT-025394,CUST-02291,2026-02-06,Onboarding,Low,0
TKT-025395,CUST-04084,2026-01-07,Technical Bug,Medium,0
TKT-025396,CUST-06798,2025-11-20,Billing,Low,0
TKT-025397,CUST-09303,2025-12-01,Technical Bug,High,0
TKT-025398,CUST-08973,2025-10-14,Billing,Low,1
TKT-025399,CUST-07189,2026-05-16,Technical Bug,Low,1
TKT-025400,CUST-03301,2025-11-29,Technical Bug,Low,3
TKT-025401,CUST-06347,2025-07-16,Feature Request,High,1
TKT-025402,CUST-05932,2026-03-13,Billing,Low,2
TKT-025403,CUST-01425,2025-09-19,Technical Bug,Urgent,0
TKT-025404,CUST-04787,2025-11-14,Billing,High,1
TKT-025405,CUST-06333,2025-09-11,Onboarding,High,2
TKT-025406,CUST-09397,2026-05-24,Billing,High,3
TKT-025407,CUST-07329,2026-01-17,Onboarding,Low,0
TKT-025408,CUST-07020,2026-03-15,Feature Request,Medium,1
TKT-025409,CUST-02530,2026-04-28,Technical Bug,Low,0
TKT-025410,CUST-04014,2026-03-15,Onboarding,Medium,1
TKT-025411,CUST-07523,2026-06-24,Onboarding,Medium,1
TKT-025412,CUST-08834,2026-05-30,Billing,Low,0
TKT-025413,CUST-09754,2026-05-29,Feature Request,Urgent,0
TKT-025414,CUST-00511,2026-03-28,Technical Bug,Low,0
TKT-025415,CUST-02312,2026-02-20,Billing,Medium,0
TKT-025416,CUST-07401,2026-04-17,Technical Bug,Low,6
TKT-025417,CUST-11904,2026-03-15,Technical Bug,High,1
TKT-025418,CUST-11483,2025-06-25,Billing,Medium,0
TKT-025419,CUST-04996,2025-12-02,Technical Bug,Medium,1
TKT-025420,CUST-11005,2026-02-28,Billing,Medium,1
TKT-025421,CUST-05404,2026-02-18,Billing,Low,0
TKT-025422,CUST-01483,2025-07-12,Billing,Low,2
TKT-025423,CUST-11944,2025-09-14,Billing,Low,2
TKT-025424,CUST-08019,2025-11-27,Feature Request,Medium,3
TKT-025425,CUST-02706,2026-06-13,Onboarding,Low,1
TKT-025426,CUST-06772,2025-06-30,Onboarding,Low,0
TKT-025427,CUST-11464,2025-08-30,Technical Bug,Medium,1
TKT-025428,CUST-05453,2025-07-28,Technical Bug,Medium,0
TKT-025429,CUST-00566,2025-08-17,Billing,Medium,2
TKT-025430,CUST-00853,2025-09-21,Billing,High,0
TKT-025431,CUST-04693,2025-08-07,Feature Request,Medium,0
TKT-025432,CUST-11038,2026-03-23,Billing,Low,1
TKT-025433,CUST-03423,2025-12-06,Billing,Low,0
TKT-025434,CUST-02010,2026-04-24,Technical Bug,High,2
TKT-025435,CUST-07254,2026-03-28,Onboarding,Low,0
TKT-025436,CUST-10005,2026-05-08,Feature Request,Medium,0
TKT-025437,CUST-02525,2026-01-19,Onboarding,Medium,0
TKT-025438,CUST-11663,2026-02-13,Billing,Low,0
TKT-025439,CUST-08825,2025-07-16,Onboarding,Medium,0
TKT-025440,CUST-05090,2026-02-15,Billing,High,2
TKT-025441,CUST-06971,2025-11-24,Feature Request,Medium,2
TKT-025442,CUST-03051,2025-08-28,Onboarding,Medium,5
TKT-025443,CUST-09335,2025-07-15,Billing,Medium,0
TKT-025444,CUST-03181,2026-02-14,Technical Bug,Medium,5
TKT-025445,CUST-06418,2025-06-29,Feature Request,Medium,0
TKT-025446,CUST-11896,2025-08-30,Billing,Medium,0
TKT-025447,CUST-03120,2026-02-13,Feature Request,Low,0
TKT-025448,CUST-09203,2026-01-19,Technical Bug,High,6
TKT-025449,CUST-03183,2026-01-23,Feature Request,Medium,0
TKT-025450,CUST-09823,2025-07-13,Technical Bug,Medium,0
TKT-025451,CUST-11026,2026-05-19,Technical Bug,Low,0
TKT-025452,CUST-07656,2026-01-17,Billing,Medium,0
TKT-025453,CUST-11680,2026-05-24,Technical Bug,Low,5
TKT-025454,CUST-09756,2025-09-11,Technical Bug,Low,2
TKT-025455,CUST-09006,2025-08-24,Feature Request,Medium,1
TKT-025456,CUST-02875,2025-11-13,Onboarding,Low,3
TKT-025457,CUST-06374,2026-04-23,Onboarding,Low,0
TKT-025458,CUST-08510,2026-03-08,Technical Bug,Medium,0
TKT-025459,CUST-09471,2025-10-31,Technical Bug,Low,0
TKT-025460,CUST-02864,2026-05-25,Onboarding,Medium,2
TKT-025461,CUST-02799,2025-12-29,Onboarding,High,2
TKT-025462,CUST-07840,2025-08-03,Billing,Medium,3
TKT-025463,CUST-01976,2026-02-12,Onboarding,Low,2
TKT-025464,CUST-00480,2026-05-24,Onboarding,Low,1
TKT-025465,CUST-03857,2026-01-12,Billing,Medium,5
TKT-025466,CUST-10170,2025-07-30,Onboarding,Medium,1
TKT-025467,CUST-03682,2025-08-21,Billing,Urgent,0
TKT-025468,CUST-05995,2026-02-08,Feature Request,High,2
TKT-025469,CUST-01563,2025-10-19,Feature Request,Low,4
TKT-025470,CUST-06221,2025-09-07,Billing,Low,0
TKT-025471,CUST-11959,2026-05-13,Billing,Low,1
TKT-025472,CUST-09798,2026-05-04,Technical Bug,Low,0
TKT-025473,CUST-02933,2025-09-30,Onboarding,Low,1
TKT-025474,CUST-05358,2025-09-19,Feature Request,High,0
TKT-025475,CUST-07081,2026-02-08,Onboarding,Low,3
TKT-025476,CUST-09281,2025-07-12,Technical Bug,Medium,3
TKT-025477,CUST-05217,2026-01-07,Technical Bug,Medium,0
TKT-025478,CUST-05680,2025-10-19,Billing,Low,2
TKT-025479,CUST-05274,2025-09-08,Technical Bug,High,1
TKT-025480,CUST-08027,2026-05-05,Feature Request,Medium,1
TKT-025481,CUST-07479,2025-11-29,Feature Request,Low,3
TKT-025482,CUST-09094,2025-12-09,Feature Request,High,0
TKT-025483,CUST-03029,2026-06-15,Onboarding,Low,4
TKT-025484,CUST-05352,2026-05-06,Technical Bug,Low,0
TKT-025485,CUST-06525,2025-10-18,Billing,Low,1
TKT-025486,CUST-06904,2025-12-21,Feature Request,Low,1
TKT-025487,CUST-07955,2026-05-03,Technical Bug,Medium,4
TKT-025488,CUST-06159,2025-07-29,Feature Request,Low,1
TKT-025489,CUST-02445,2025-08-19,Onboarding,Low,1
TKT-025490,CUST-08404,2026-04-02,Feature Request,Medium,9
TKT-025491,CUST-09718,2026-02-22,Technical Bug,Low,0
TKT-025492,CUST-04227,2025-11-09,Billing,Low,2
TKT-025493,CUST-07005,2026-05-02,Billing,Low,0
TKT-025494,CUST-07024,2025-09-04,Technical Bug,Medium,6
TKT-025495,CUST-06414,2026-04-18,Onboarding,Low,2
TKT-025496,CUST-11273,2025-12-06,Onboarding,Low,0
TKT-025497,CUST-03208,2026-03-07,Billing,Low,5
TKT-025498,CUST-11847,2026-05-02,Onboarding,Low,0
TKT-025499,CUST-03725,2025-10-03,Billing,High,5
TKT-025500,CUST-01147,2025-11-26,Feature Request,Low,1
TKT-025501,CUST-06191,2025-11-17,Billing,Medium,2
TKT-025502,CUST-02692,2025-07-23,Feature Request,Medium,0
TKT-025503,CUST-05178,2025-12-05,Feature Request,Medium,1
TKT-025504,CUST-09031,2026-02-06,Feature Request,High,0
TKT-025505,CUST-05651,2025-12-05,Technical Bug,Medium,0
TKT-025506,CUST-08687,2025-12-26,Feature Request,High,0
TKT-025507,CUST-05334,2025-08-23,Onboarding,Low,3
TKT-025508,CUST-08249,2025-12-28,Technical Bug,Medium,2
TKT-025509,CUST-04276,2026-01-23,Billing,High,1
TKT-025510,CUST-02023,2026-04-05,Billing,Medium,0
TKT-025511,CUST-01199,2025-06-30,Feature Request,Low,0
TKT-025512,CUST-08936,2025-11-17,Feature Request,High,0
TKT-025513,CUST-11149,2025-09-06,Technical Bug,Low,0
TKT-025514,CUST-03055,2026-06-11,Billing,Medium,0
TKT-025515,CUST-03006,2025-06-27,Billing,Low,1
TKT-025516,CUST-11310,2026-05-14,Technical Bug,Medium,2
TKT-025517,CUST-00795,2026-02-15,Technical Bug,Low,0
TKT-025518,CUST-03722,2026-03-07,Billing,Urgent,0
TKT-025519,CUST-05881,2026-06-17,Onboarding,Medium,3
TKT-025520,CUST-07743,2025-08-20,Onboarding,Low,1
TKT-025521,CUST-11097,2025-10-06,Onboarding,Medium,1
TKT-025522,CUST-08336,2026-02-22,Onboarding,Low,3
TKT-025523,CUST-10029,2026-03-26,Billing,High,3
TKT-025524,CUST-05935,2026-06-11,Feature Request,Low,0
TKT-025525,CUST-11487,2026-03-26,Billing,Medium,3
TKT-025526,CUST-08849,2026-06-19,Technical Bug,Low,0
TKT-025527,CUST-08592,2026-03-10,Billing,Urgent,4
TKT-025528,CUST-01907,2026-05-28,Technical Bug,Low,1
TKT-025529,CUST-04431,2026-06-05,Onboarding,Medium,0
TKT-025530,CUST-10008,2025-10-14,Technical Bug,High,0
TKT-025531,CUST-04177,2025-08-09,Onboarding,Low,0
TKT-025532,CUST-10414,2025-12-01,Onboarding,Medium,0
TKT-025533,CUST-01834,2025-08-23,Technical Bug,Urgent,1
TKT-025534,CUST-00086,2025-07-21,Onboarding,Medium,2
TKT-025535,CUST-10480,2025-08-18,Feature Request,High,1
TKT-025536,CUST-11892,2025-07-30,Onboarding,Low,2
TKT-025537,CUST-02763,2026-01-10,Billing,Medium,6
TKT-025538,CUST-01084,2026-05-04,Billing,Medium,1
TKT-025539,CUST-10331,2025-12-27,Billing,Medium,2
TKT-025540,CUST-02141,2026-03-08,Feature Request,Low,1
TKT-025541,CUST-01191,2025-08-11,Feature Request,Medium,3
TKT-025542,CUST-11399,2025-07-23,Billing,High,0
TKT-025543,CUST-07532,2026-03-09,Technical Bug,Low,7
TKT-025544,CUST-09094,2026-04-28,Feature Request,Low,2
TKT-025545,CUST-05891,2025-08-08,Onboarding,Low,2
TKT-025546,CUST-01927,2026-01-04,Feature Request,Medium,0
TKT-025547,CUST-05811,2026-03-06,Feature Request,Medium,1
TKT-025548,CUST-09997,2025-07-25,Technical Bug,Medium,0
TKT-025549,CUST-05971,2026-02-06,Technical Bug,Medium,1
TKT-025550,CUST-10269,2025-07-16,Technical Bug,Low,0
TKT-025551,CUST-04444,2025-07-02,Onboarding,Low,0
TKT-025552,CUST-03378,2025-11-27,Billing,Low,1
TKT-025553,CUST-05873,2026-06-09,Billing,Medium,0
TKT-025554,CUST-09598,2025-09-10,Feature Request,Low,0
TKT-025555,CUST-08957,2026-02-06,Technical Bug,Low,2
TKT-025556,CUST-05177,2026-01-21,Technical Bug,Low,2
TKT-025557,CUST-11872,2026-03-03,Onboarding,Low,0
TKT-025558,CUST-06552,2026-05-13,Feature Request,Medium,0
TKT-025559,CUST-06250,2026-05-21,Onboarding,Medium,0
TKT-025560,CUST-05232,2025-08-31,Onboarding,High,4
TKT-025561,CUST-06255,2026-01-04,Billing,Low,9
TKT-025562,CUST-01078,2025-10-24,Feature Request,Medium,1
TKT-025563,CUST-00261,2026-03-22,Billing,Low,1
TKT-025564,CUST-01718,2025-12-11,Technical Bug,Urgent,0
TKT-025565,CUST-04646,2026-01-28,Billing,Low,0
TKT-025566,CUST-11635,2025-11-28,Technical Bug,High,2
TKT-025567,CUST-03478,2026-04-10,Onboarding,Low,1
TKT-025568,CUST-09393,2026-04-12,Technical Bug,Medium,3
TKT-025569,CUST-00772,2026-02-04,Onboarding,Low,0
TKT-025570,CUST-09961,2025-06-26,Billing,Low,0
TKT-025571,CUST-10161,2026-01-25,Technical Bug,Medium,1
TKT-025572,CUST-02331,2025-11-27,Technical Bug,Medium,0
TKT-025573,CUST-09683,2025-12-08,Technical Bug,Low,2
TKT-025574,CUST-03516,2025-12-27,Onboarding,Low,0
TKT-025575,CUST-10033,2026-05-19,Billing,High,2
TKT-025576,CUST-10117,2025-11-25,Onboarding,Urgent,0
TKT-025577,CUST-05302,2026-03-12,Onboarding,Low,1
TKT-025578,CUST-10213,2026-06-08,Onboarding,Low,0
TKT-025579,CUST-02044,2026-01-18,Feature Request,High,0
TKT-025580,CUST-11219,2026-04-09,Billing,Medium,6
TKT-025581,CUST-00506,2025-09-17,Technical Bug,Urgent,0
TKT-025582,CUST-09148,2025-09-05,Feature Request,Urgent,1
TKT-025583,CUST-10318,2026-01-14,Feature Request,Medium,1
TKT-025584,CUST-03562,2025-11-30,Feature Request,Low,2
TKT-025585,CUST-11840,2025-07-28,Feature Request,Medium,4
TKT-025586,CUST-07013,2026-06-13,Feature Request,Low,2
TKT-025587,CUST-04767,2026-05-07,Billing,Medium,1
TKT-025588,CUST-11627,2025-08-08,Billing,Medium,0
TKT-025589,CUST-07549,2025-10-29,Onboarding,Urgent,5
TKT-025590,CUST-11373,2025-06-24,Billing,Low,1
TKT-025591,CUST-01124,2026-02-05,Feature Request,Low,2
TKT-025592,CUST-08030,2025-12-14,Feature Request,Medium,1
TKT-025593,CUST-05311,2025-11-12,Technical Bug,Medium,4
TKT-025594,CUST-00248,2026-02-07,Onboarding,Medium,0
TKT-025595,CUST-01782,2025-10-28,Technical Bug,Medium,0
TKT-025596,CUST-07702,2025-09-17,Feature Request,High,1
TKT-025597,CUST-09604,2026-02-03,Onboarding,Medium,0
TKT-025598,CUST-05086,2025-10-29,Feature Request,Medium,4
TKT-025599,CUST-06855,2025-09-07,Technical Bug,Medium,0
TKT-025600,CUST-00338,2025-11-04,Billing,Medium,0
TKT-025601,CUST-10337,2025-09-23,Billing,Low,5
TKT-025602,CUST-07724,2025-09-10,Technical Bug,Low,3
TKT-025603,CUST-04471,2026-03-21,Feature Request,Low,3
TKT-025604,CUST-00364,2026-02-05,Feature Request,Low,2
TKT-025605,CUST-03070,2026-03-25,Onboarding,Medium,1
TKT-025606,CUST-08455,2026-06-05,Feature Request,Medium,4
TKT-025607,CUST-06102,2025-11-08,Onboarding,Medium,0
TKT-025608,CUST-10390,2026-03-16,Billing,High,7
TKT-025609,CUST-05861,2026-06-20,Billing,Urgent,0
TKT-025610,CUST-02543,2025-09-02,Technical Bug,Medium,1
TKT-025611,CUST-06631,2025-08-17,Technical Bug,Medium,0
TKT-025612,CUST-08253,2026-04-12,Technical Bug,Low,0
TKT-025613,CUST-03791,2025-07-12,Feature Request,Urgent,2
TKT-025614,CUST-02084,2025-09-28,Onboarding,High,0
TKT-025615,CUST-01649,2025-11-16,Onboarding,Medium,1
TKT-025616,CUST-04576,2025-10-07,Feature Request,Low,1
TKT-025617,CUST-10418,2026-03-13,Technical Bug,Low,0
TKT-025618,CUST-06578,2026-06-06,Technical Bug,High,1
TKT-025619,CUST-09148,2026-02-08,Billing,Low,0
TKT-025620,CUST-06686,2025-08-09,Onboarding,High,0
TKT-025621,CUST-10402,2025-08-26,Onboarding,Low,4
TKT-025622,CUST-09975,2025-10-30,Onboarding,Low,4
TKT-025623,CUST-02236,2025-12-19,Technical Bug,Medium,0
TKT-025624,CUST-08477,2025-12-11,Technical Bug,Low,0
TKT-025625,CUST-05073,2026-03-25,Onboarding,High,3
TKT-025626,CUST-11723,2026-06-18,Feature Request,Medium,0
TKT-025627,CUST-11994,2026-03-11,Billing,Medium,0
TKT-025628,CUST-10391,2025-08-08,Feature Request,Low,4
TKT-025629,CUST-05436,2026-04-19,Billing,Medium,6
TKT-025630,CUST-03767,2025-08-26,Onboarding,Medium,3
TKT-025631,CUST-07138,2026-04-11,Onboarding,Medium,7
TKT-025632,CUST-08452,2025-11-25,Billing,Medium,0
TKT-025633,CUST-04081,2026-03-18,Feature Request,Low,5
TKT-025634,CUST-07082,2026-05-03,Onboarding,Medium,1
TKT-025635,CUST-02998,2026-05-22,Technical Bug,High,1
TKT-025636,CUST-09516,2025-07-28,Billing,Medium,3
TKT-025637,CUST-08613,2026-04-07,Onboarding,Medium,0
TKT-025638,CUST-10383,2026-06-01,Onboarding,Low,0
TKT-025639,CUST-01804,2026-06-04,Billing,Low,0
TKT-025640,CUST-07892,2026-03-24,Technical Bug,Low,0
TKT-025641,CUST-03547,2026-01-18,Onboarding,Medium,0
TKT-025642,CUST-03307,2025-07-20,Technical Bug,Low,0
TKT-025643,CUST-11471,2026-04-25,Billing,Low,0
TKT-025644,CUST-04154,2025-12-07,Onboarding,Medium,3
TKT-025645,CUST-11799,2025-10-03,Billing,Urgent,0
TKT-025646,CUST-08230,2026-03-16,Technical Bug,Medium,0
TKT-025647,CUST-08007,2025-08-19,Feature Request,Medium,0
TKT-025648,CUST-07901,2026-06-19,Onboarding,Low,4
TKT-025649,CUST-00117,2025-12-21,Onboarding,High,0
TKT-025650,CUST-00614,2026-04-09,Billing,Medium,3
TKT-025651,CUST-05093,2026-04-28,Technical Bug,Medium,1
TKT-025652,CUST-03340,2025-06-29,Billing,Medium,0
TKT-025653,CUST-01794,2026-06-05,Technical Bug,Low,3
TKT-025654,CUST-10173,2025-06-26,Technical Bug,High,0
TKT-025655,CUST-07547,2025-08-10,Billing,Low,3
TKT-025656,CUST-06195,2026-02-24,Onboarding,Low,0
TKT-025657,CUST-11772,2026-02-20,Technical Bug,Low,0
TKT-025658,CUST-09719,2026-01-04,Feature Request,Medium,1
TKT-025659,CUST-07327,2025-07-29,Billing,Medium,1
TKT-025660,CUST-08185,2025-11-20,Onboarding,Low,0
TKT-025661,CUST-11033,2025-11-19,Feature Request,Medium,0
TKT-025662,CUST-00968,2026-03-08,Billing,Medium,0
TKT-025663,CUST-00885,2025-08-22,Onboarding,Low,0
TKT-025664,CUST-10900,2025-11-01,Onboarding,High,1
TKT-025665,CUST-11123,2025-12-19,Feature Request,Low,4
TKT-025666,CUST-04712,2025-06-27,Technical Bug,Urgent,2
TKT-025667,CUST-03222,2026-01-08,Technical Bug,Low,2
TKT-025668,CUST-10599,2025-10-26,Feature Request,Low,0
TKT-025669,CUST-02434,2026-02-05,Feature Request,Low,10
TKT-025670,CUST-06171,2025-10-23,Billing,Urgent,0
TKT-025671,CUST-06382,2025-12-01,Feature Request,Low,0
TKT-025672,CUST-09232,2025-09-02,Billing,Medium,7
TKT-025673,CUST-07778,2025-11-18,Billing,Low,2
TKT-025674,CUST-06981,2026-02-10,Feature Request,Medium,0
TKT-025675,CUST-07794,2025-12-10,Feature Request,Medium,4
TKT-025676,CUST-09896,2026-04-18,Billing,Urgent,1
TKT-025677,CUST-00578,2025-10-07,Feature Request,Medium,1
TKT-025678,CUST-00164,2026-04-07,Onboarding,Low,0
TKT-025679,CUST-05988,2026-06-20,Billing,Low,0
TKT-025680,CUST-06222,2025-12-25,Technical Bug,High,1
TKT-025681,CUST-07770,2025-10-31,Technical Bug,Medium,3
TKT-025682,CUST-09851,2026-03-02,Onboarding,Medium,1
TKT-025683,CUST-11277,2025-08-14,Feature Request,Urgent,4
TKT-025684,CUST-01007,2026-06-16,Billing,High,5
TKT-025685,CUST-05097,2025-12-23,Onboarding,Low,0
TKT-025686,CUST-00072,2025-09-26,Technical Bug,Medium,6
TKT-025687,CUST-09571,2026-01-25,Feature Request,Medium,1
TKT-025688,CUST-10636,2025-08-30,Billing,Low,3
TKT-025689,CUST-06225,2026-04-09,Billing,High,1
TKT-025690,CUST-06503,2025-09-13,Onboarding,Medium,4
TKT-025691,CUST-09363,2025-08-29,Onboarding,Medium,0
TKT-025692,CUST-09219,2026-04-21,Billing,High,0
TKT-025693,CUST-05498,2026-01-08,Billing,High,2
TKT-025694,CUST-08984,2025-09-18,Billing,High,1
TKT-025695,CUST-08387,2025-06-26,Technical Bug,Low,5
TKT-025696,CUST-01570,2025-07-04,Feature Request,High,10
TKT-025697,CUST-10047,2025-09-30,Feature Request,Low,1
TKT-025698,CUST-08179,2025-10-12,Onboarding,Medium,0
TKT-025699,CUST-02920,2026-02-18,Onboarding,Medium,2
TKT-025700,CUST-11522,2025-08-23,Billing,Medium,2
TKT-025701,CUST-06456,2025-12-01,Technical Bug,High,2
TKT-025702,CUST-09593,2025-07-05,Billing,High,0
TKT-025703,CUST-05724,2025-10-24,Onboarding,High,1
TKT-025704,CUST-07899,2025-11-01,Billing,Low,1
TKT-025705,CUST-11786,2026-03-22,Technical Bug,Low,3
TKT-025706,CUST-03993,2025-11-24,Billing,Medium,2
TKT-025707,CUST-03903,2026-06-10,Onboarding,Medium,6
TKT-025708,CUST-08758,2026-03-05,Billing,Low,0
TKT-025709,CUST-10901,2025-08-31,Technical Bug,Medium,1
TKT-025710,CUST-03333,2026-01-31,Billing,Low,0
TKT-025711,CUST-00974,2026-06-02,Technical Bug,High,6
TKT-025712,CUST-08645,2025-12-29,Billing,High,1
TKT-025713,CUST-07179,2025-12-08,Billing,Urgent,8
TKT-025714,CUST-09922,2026-03-02,Technical Bug,Medium,0
TKT-025715,CUST-08782,2025-11-30,Onboarding,Low,2
TKT-025716,CUST-05899,2026-03-30,Onboarding,Medium,0
TKT-025717,CUST-05926,2025-12-27,Billing,Low,0
TKT-025718,CUST-07019,2025-06-29,Billing,Medium,1
TKT-025719,CUST-05445,2026-04-29,Onboarding,Medium,3
TKT-025720,CUST-08507,2025-11-28,Billing,High,1
TKT-025721,CUST-05260,2026-02-19,Technical Bug,Low,0
TKT-025722,CUST-02954,2025-10-31,Technical Bug,Medium,0
TKT-025723,CUST-09611,2026-01-08,Feature Request,Low,1
TKT-025724,CUST-03828,2025-12-13,Onboarding,Low,4
TKT-025725,CUST-04060,2025-06-26,Billing,Medium,0
TKT-025726,CUST-03620,2026-01-24,Onboarding,Low,0
TKT-025727,CUST-05268,2026-03-20,Billing,High,4
TKT-025728,CUST-00128,2025-12-08,Billing,Low,0
TKT-025729,CUST-11513,2026-04-14,Onboarding,Medium,0
TKT-025730,CUST-02464,2025-08-13,Technical Bug,Low,3
TKT-025731,CUST-00797,2025-10-15,Onboarding,Medium,0
TKT-025732,CUST-06565,2025-12-25,Technical Bug,High,10
TKT-025733,CUST-08515,2026-04-06,Technical Bug,Medium,1
TKT-025734,CUST-05944,2026-05-29,Onboarding,Medium,4
TKT-025735,CUST-11061,2026-01-09,Onboarding,Low,2
TKT-025736,CUST-06873,2025-08-14,Onboarding,Low,0
TKT-025737,CUST-04406,2026-05-25,Billing,Medium,3
TKT-025738,CUST-00332,2026-02-08,Feature Request,Low,0
TKT-025739,CUST-03298,2025-09-06,Billing,Low,0
TKT-025740,CUST-08553,2025-10-09,Billing,Medium,0
TKT-025741,CUST-06803,2026-03-23,Billing,Medium,0
TKT-025742,CUST-10506,2025-09-30,Onboarding,Low,2
TKT-025743,CUST-02161,2026-02-01,Onboarding,Low,1
TKT-025744,CUST-09424,2025-08-12,Feature Request,Low,2
TKT-025745,CUST-09332,2026-01-30,Feature Request,Low,0
TKT-025746,CUST-07172,2026-04-25,Technical Bug,High,0
TKT-025747,CUST-06349,2026-06-03,Billing,Medium,4
TKT-025748,CUST-01949,2026-03-31,Billing,Medium,1
TKT-025749,CUST-03084,2026-03-07,Onboarding,Low,1
TKT-025750,CUST-04517,2026-05-03,Onboarding,Medium,1
TKT-025751,CUST-09586,2026-01-30,Technical Bug,Medium,0
